 ,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,0.004,5.126,0.042,0.233,0.077,0.062,38.907,0.872,0.079,3628,49,39.936,0.064,1.238,0.807,0.962
2,0.018,10.168,0.137,0.794,0.212,0.110,77.637,0.363,0.230,7212,161,68.912,0.133,1.930,0.518,0.823
3,0.005,9.828,0.058,0.274,0.080,0.074,162.137,0.781,0.087,6964,40,170.690,0.078,1.074,0.931,0.915
4,2.882E-4,6.118,0.032,0.068,0.022,0.017,48.674,0.779,0.025,4349,29,33.690,0.018,1.295,0.772,0.849
5,0.014,4.689,0.103,0.491,0.156,0.118,104.072,0.753,0.159,3304,27,126.363,0.119,1.314,0.761,0.937
6,0.003,5.618,0.085,0.238,0.067,0.061,38.860,0.721,0.079,3976,76,27.474,0.064,1.096,0.913,0.910
7,0.019,0.652,0.143,0.592,0.182,0.131,19.164,0.669,0.196,396,112,15.832,0.155,1.391,0.719,0.866
8,0.032,1.051,0.172,0.873,0.231,0.174,146.933,0.520,0.256,668,100,167.642,0.181,1.328,0.753,0.884
9,0.007,9.434,0.124,0.338,0.102,0.082,98.800,0.724,0.109,6715,49,95.932,0.089,1.236,0.809,0.905
10,0.017,9.996,0.159,0.755,0.164,0.131,119.831,0.372,0.183,7057,77,148.508,0.135,1.256,0.796,0.840
11,0.004,10.664,0.122,0.259,0.085,0.065,64.026,0.812,0.089,7581,119,68.703,0.068,1.312,0.762,0.942
12,0.004,4.809,0.130,0.274,0.085,0.059,71.944,0.653,0.085,3397,111,43.668,0.064,1.442,0.694,0.879
13,4.303E-4,9.315,0.108,0.085,0.033,0.017,108.778,0.748,0.032,6627,65,113.199,0.018,1.956,0.511,0.906
14,0.003,6.222,0.124,0.218,0.072,0.057,1.201,0.846,0.073,4403,93,11.094,0.059,1.256,0.796,0.947
15,0.003,2.121,0.144,0.242,0.081,0.051,22.933,0.692,0.083,1478,103,3.879,0.055,1.591,0.629,0.890
16,0.035,2.825,0.219,0.780,0.239,0.189,61.928,0.732,0.249,1950,216,44.772,0.192,1.262,0.792,0.944
17,0.003,5.807,0.165,0.204,0.066,0.056,61.718,0.872,0.070,4121,140,53.130,0.058,1.161,0.861,0.958
